name,vulnerability,date_start,date_end,Unknown,primary source,secondary source,,,,,,,,,,,,,,,,,,,
APT17,Drive-by Compromise,2013-08,2013-08,no,https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,https://www.fireeye.com/blog/threat-research/2013/09/operation-deputydog-zero-day-cve-2013-3893-attack-against-japanese-targets.html,,,,,,,,,,,,,,,,,,,
APT17,CVE-2013-3893,2013-08,2013-08,"yes
",https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,https://www.fireeye.com/blog/threat-research/2013/09/operation-deputydog-zero-day-cve-2013-3893-attack-against-japanese-targets.html,,,,,,,,,,,,,,,,,,,
APT17,Drive-by Compromise,2013-10,2013-10,no,https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,https://www.fireeye.com/blog/threat-research/2013/09/operation-deputydog-zero-day-cve-2013-3893-attack-against-japanese-targets.html,,,,,,,,,,,,,,,,,,,
APT17,CVE-2013-3918,2013-10,2013-10,"yes
",https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,https://www.fireeye.com/blog/threat-research/2013/09/operation-deputydog-zero-day-cve-2013-3893-attack-against-japanese-targets.html,,,,,,,,,,,,,,,,,,,
APT17,CVE-2014-0324,2014-02,2014-02,no,https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,,,,,,,,,,,,,,,,,,,,
APT17,Drive-by Compromise,2014-02,2014-02,no,https://www.jpcert.or.jp/present/2015/20151028_codeblue_apt-en.pdf,,,,,,,,,,,,,,,,,,,,
APT17,Spearphishing Attachment,2017-08,2017-08,"no
",https://www.proofpoint.com/us/threat-insight/post/operation-rat-cook-chinese-apt-actors-use-fake-game-thrones-leaks-lures,,,,,,,,,,,,,,,,,,,,
APT17,"CVE-2014-0810
",2014-01,2014-01,yes,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/reports/rpt-magnified-losses-amplified-need-for-cyber-attack-preparedness.pdf,https://threatpost.com/virus-bulletin-japanese-attacks-apt-strategygy/148859/,,,,,,,,,,,,,,,,,,,
APT17,CVE-2014-7247,2014-11,2014-11,yes,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/reports/rpt-magnified-losses-amplified-need-for-cyber-attack-preparedness.pdf,https://threatpost.com/virus-bulletin-japanese-attacks-apt-strategygy/148859/,,,,,,,,,,,,,,,,,,,
APT17,Spearphishing Attachment,2014-01,2014-01,yes,https://threatpost.com/virus-bulletin-japanese-attacks-apt-strategygy/148859/,,,,,,,,,,,,,,,,,,,,
APT17,Spearphishing Attachment,2014-11,2014-11,yes,https://threatpost.com/virus-bulletin-japanese-attacks-apt-strategygy/148859/,,,,,,,,,,,,,,,,,,,,
APT18,CVE-2015-5119,2015-07,2017-01,yes,https://www.fireeye.com/blog/threat-research/2015/07/demonstrating_hustle.html,https://threatpost.com/apt-group-exploiting-hacking-team-flash-zero-day/113715/,https://securityaffairs.co/wordpress/38500/cyber-crime/wekby-apt-ht-exploits.html,,,,,,,,,,,,,,,,,,
APT18,Spearphishing Attachment,2015-07,2017-01,yes,https://www.fireeye.com/blog/threat-research/2015/07/demonstrating_hustle.html,,,,,,,,,,,,,,,,,,,,
APT18,CVE-2015-5122,2015-07,2015-07,yes,https://paper.seebug.org/papers/APT/APT_CyberCriminal_Campagin/2015/Aug.10.The_Italian_Connection_An_analysis_of_exploit_supply_chains_and_digital_quartermasters/HTExploitTelemetry.pdf,,,,,,,,,,,,,,,,,,,,
APT18,Spearphishing Attachment,2015-07,2015-07,no,https://paper.seebug.org/papers/APT/APT_CyberCriminal_Campagin/2015/Aug.10.The_Italian_Connection_An_analysis_of_exploit_supply_chains_and_digital_quartermasters/HTExploitTelemetry.pdf,,,,,,,,,,,,,,,,,,,,
APT18,Spearphishing Link,2015-06,2015-06,no,https://www.anomali.com/blog/evasive-maneuvers-the-wekby-group-attempts-to-evade-analysis-via-custom-rop,,,,,,,,,,,,,,,,,,,,
APT19,Drive-by Compromise,2014-11,2014-11,"no
",https://threatpost.com/chinese-hackers-compromised-forbes-com-using-ie-flash-zero-days/110996/,,,,,,,,,,,,,,,,,,,,
APT19,CVE-2014-9163,2014-11,2014-11,"no
",https://threatpost.com/chinese-hackers-compromised-forbes-com-using-ie-flash-zero-days/110996/,,,,,,,,,,,,,,,,,,,,
APT19,CVE-2015-0071,2014-11,2014-11,yes,https://threatpost.com/chinese-hackers-compromised-forbes-com-using-ie-flash-zero-days/110996/,,,,,,,,,,,,,,,,,,,,
APT19,Spearphishing Attachment,2017-06,2017-06,no,https://www.cyberscoop.com/roy-moore-scandal-phishing-attacks-apt19-fireeye-harvey-weinstein/,,,,,,,,,,,,,,,,,,,,
APT19,CVE-2017-0199,2017-04,2018-03,yes,https://www.fireeye.com/current-threats/apt-groups.html,https://github.com/Yara-Rules/rules/blob/master/Malicious_Documents/Maldoc_APT19_CVE-2017-1099.yar,https://www.cyberscoop.com/roy-moore-scandal-phishing-attacks-apt19-fireeye-harvey-weinstein/,https://hitcon.org/2017/pacific/0composition/pdf/Day1/R1/R1-4.12.7.pdf,,,,,,,,,,,,,,,,,
APT19,Spearphishing Attachment,2017-04,2018-03,no,https://www.fireeye.com/current-threats/apt-groups.html,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2011-10,2014-08,no,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Link,2015-07,2015-07,no,https://www.eff.org/deeplinks/2015/08/new-spear-phishing-campaign-pretends-be-eff,,,,,,,,,,,,,,,,,,,,
APT28,Drive-by Compromise,2015-07,2015-07,no,https://www.eff.org/deeplinks/2015/08/new-spear-phishing-campaign-pretends-be-eff,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-2590,2015-07,2015-07,yes,https://www.eff.org/deeplinks/2015/08/new-spear-phishing-campaign-pretends-be-eff,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-4902,2015-07,2015-07,yes,https://blog.trendmicro.com/trendlabs-security-intelligence/new-headaches-how-the-pawn-storm-zero-day-evaded-javas-click-to-play-protection/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-2424,2015-07,2015-07,yes,https://www.securityweek.com/microsoft-patches-office-zero-day-bug-used-apt-group,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2012-0158,2012-01,2014-08,no,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2012-01,2014-08,no,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2010-3333,2011-10,2011-10,no,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2011-10,2011-10,no,https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Link,2015-04,2015-04,no,https://resources.infosecinstitute.com/apt28-cybercrime-or-state-sponsored-hacking/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2014-1761,2015-04,2015-04,no,https://www.welivesecurity.com/2014/10/08/sednit-espionage-group-now-using-custom-exploit-kit/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-1701,2015-04,2015-04,yes,https://www.fireeye.com/blog/threat-research/2015/04/probable_apt28_useo.html,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-3043,2015-04,2015-04,yes,https://www.fireeye.com/blog/threat-research/2015/04/probable_apt28_useo.html,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-1641,2016-05,2016-05,no,https://unit42.paloaltonetworks.com/unit42-new-sofacy-attacks-against-us-government-agency/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2016-05,2016-05,no,https://unit42.paloaltonetworks.com/unit42-new-sofacy-attacks-against-us-government-agency/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2016-10,2016-11,no,https://blog.trendmicro.com/trendlabs-security-intelligence/pawn-storm-ramps-up-spear-phishing-before-zero-days-get-patched/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2016-7855,2016-10,2016-11,yes,https://blog.trendmicro.com/trendlabs-security-intelligence/pawn-storm-ramps-up-spear-phishing-before-zero-days-get-patched/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2016-7255,2016-10,2016-11,yes,https://blog.trendmicro.com/trendlabs-security-intelligence/pawn-storm-ramps-up-spear-phishing-before-zero-days-get-patched/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2018-10,2018-11,no,https://unit42.paloaltonetworks.com/dear-joohn-sofacy-groups-global-campaign/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2018-03,2018-03,no,https://unit42.paloaltonetworks.com/unit42-sofacy-uses-dealerschoice-target-european-government-agency/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2019-02,2019-02,no,https://unit42.paloaltonetworks.com/unit42-sofacy-attacks-multiple-government-entities/,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2017-11292,2017-10,2017-12,yes,https://www.proofpoint.com/us/threat-insight/post/apt28-racing-exploit-cve-2017-11292-flash-vulnerability-patches-are-deployed,https://securityaffairs.co/wordpress/64611/apt/cve-2017-11292-apt28.html,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2017-10,2017-12,yes,https://otx.alienvault.com/pulse/59e9c844d9a14f1162ddca22/related,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2015-7645,2015-10,2015-10,yes,https://blog.trendmicro.com/trendlabs-security-intelligence/new-adobe-flash-zero-day-used-in-pawn-storm-campaign/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Link,2015-10,2015-10,no,https://blog.trendmicro.com/trendlabs-security-intelligence/new-adobe-flash-zero-day-used-in-pawn-storm-campaign/,,,,,,,,,,,,,,,,,,,,
APT28,Spearphishing Attachment,2017-03,2017-03,no,https://www.fireeye.com/blog/threat-research/2017/05/eps-processing-zero-days.html,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2017-0262,2017-03,2017-03,yes,https://www.fireeye.com/blog/threat-research/2017/05/eps-processing-zero-days.html,,,,,,,,,,,,,,,,,,,,
APT28,CVE-2017-0263,2017-03,2017-03,yes,https://www.fireeye.com/blog/threat-research/2017/05/eps-processing-zero-days.html,,,,,,,,,,,,,,,,,,,,
APT29,Spearphishing Link,2018-11,2018-11,no,https://www.fireeye.com/blog/threat-research/2018/11/not-so-cozy-an-uncomfortable-examination-of-a-suspected-apt29-phishing-campaign.html,,,,,,,,,,,,,,,,,,,,
APT29,Spearphishing Link,2015-06,2015-11,no,https://www.volexity.com/blog/2016/11/09/powerduke-post-election-spear-phishing-campaigns-targeting-think-tanks-and-ngos/,,,,,,,,,,,,,,,,,,,,
APT29,CVE-2013-0640,2013-02,2013-02,yes,https://securelist.com/the-miniduke-mystery-pdf-0-day-government-spy-assembler-0x29a-micro-backdoor/31112/,,,,,,,,,,,,,,,,,,,,
APT29,Spearphishing Attachment,2013-02,2013-02,no,https://securelist.com/the-miniduke-mystery-pdf-0-day-government-spy-assembler-0x29a-micro-backdoor/31112/,,,,,,,,,,,,,,,,,,,,
APT29,CVE-2015-1641,2015-04,2018-10,no,https://widesecurity.net/random/apt29/,,,,,,,,,,,,,,,,,,,,
APT29,Spearphishing Attachment,2015-04,2018-10,no,https://www.securityweek.com/russian-hackers-favor-windows-office-exploits-report,,,,,,,,,,,,,,,,,,,,
APT29,Spearphishing Link,2015-07,2016-05,no,https://www.cisa.gov/uscert/sites/default/files/publications/JAR_16-20296A_GRIZZLY%20STEPPE-2016-1229.pdf,https://www.crowdstrike.com/blog/bears-midst-intrusion-democratic-national-committee/,,,,,,,,,,,,,,,,,,,
APT29,Supply Chain Compromise,2020-03,2020-12,no,https://www.mandiant.com/resources/blog/evasive-attacker-leverages-solarwinds-supply-chain-compromises-with-sunburst-backdoor,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,,,,,,,,,,,,,,,,,,,
APT3,CVE-2014-1776,2014-04,2014-05,yes,https://www.fireeye.com/blog/threat-research/2014/04/new-zero-day-exploit-targeting-internet-explorer-versions-9-through-11-identified-in-targeted-attacks.html,,,,,,,,,,,,,,,,,,,,
APT3,Spearphishing Link,2014-04,2014-05,no,https://www.fireeye.com/blog/threat-research/2014/04/new-zero-day-exploit-targeting-internet-explorer-versions-9-through-11-identified-in-targeted-attacks.html,https://www.fireeye.com/blog/threat-research/2014/06/clandestine-fox-part-deux.html,,,,,,,,,,,,,,,,,,,
APT3,CVE-2014-6332,2014-11,2014-11,"no
",https://www.fireeye.com/blog/threat-research/2014/11/operation_doubletap.html,,,,,,,,,,,,,,,,,,,,
APT3,CVE-2014-4113,2014-11,2014-11,"no
",https://www.fireeye.com/blog/threat-research/2014/11/operation_doubletap.html,,,,,,,,,,,,,,,,,,,,
APT3,Spearphishing Link,2014-11,2014-11,no,https://www.fireeye.com/blog/threat-research/2014/11/operation_doubletap.html,,,,,,,,,,,,,,,,,,,,
APT3,CVE-2015-3113,2015-06,2017-11,yes,https://www.fireeye.com/blog/threat-research/2015/06/operation-clandestine-wolf-adobe-flash-zero-day.html,,,,,,,,,,,,,,,,,,,,
APT3,Spearphishing Link,2015-06,2017-11,yes,https://intrusiontruth.wordpress.com/2018/05/22/the-destruction-of-apt3/,,,,,,,,,,,,,,,,,,,,
APT3,CVE-2015-5119,2015-07,2015-07,yes,https://unit42.paloaltonetworks.com/apt-group-ups-targets-us-government-with-hacking-team-flash-exploit/,,,,,,,,,,,,,,,,,,,,
APT3,Spearphishing Link,2015-07,2015-07,no,https://unit42.paloaltonetworks.com/apt-group-ups-targets-us-government-with-hacking-team-flash-exploit/,,,,,,,,,,,,,,,,,,,,
APT3,CVE-2019-0703,2018-09,2018-09,yes,https://www.symantec.com/blogs/threat-intelligence/buckeye-windows-zero-day-exploit,https://www.cybersecurity-help.cz/vdb/SB2019031206,,,,,,,,,,,,,,,,,,,
APT3,Exploit Public-Facing Application,2018-09,2018-09,no,https://www.cybersecurity-help.cz/vdb/SB2019031206,,,,,,,,,,,,,,,,,,,,
APT3,CVE-2017-0143,2016-03,2016-03,yes,https://www.symantec.com/blogs/threat-intelligence/buckeye-windows-zero-day-exploit,https://threatpost.com/chinas-apt3-pilfers-cyberweapons-nsa/148086/,,,,,,,,,,,,,,,,,,,
APT3,Exploit Public-Facing Application,2016-03,2016-03,no,https://threatpost.com/chinas-apt3-pilfers-cyberweapons-nsa/148086/,,,,,,,,,,,,,,,,,,,,
APT30,Spearphishing Attachment,2014-03,2014-03,no,https://paper.seebug.org/papers/APT/APT_CyberCriminal_Campagin/2016/2016.07.28.China_Espionage_Dynasty/ICIT-Brief-China-Espionage-Dynasty.pdf,,,,,,,,,,,,,,,,,,,,
APT30,CVE-2012-0158,2014-03,2014-03,no,https://paper.seebug.org/papers/APT/APT_CyberCriminal_Campagin/2016/2016.07.28.China_Espionage_Dynasty/ICIT-Brief-China-Espionage-Dynasty.pdf,,,,,,,,,,,,,,,,,,,,
APT30,CVE-2010-3333.,2014-03,2014-03,no,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07205555/TheNaikonAPT-MsnMM1.pdf,,,,,,,,,,,,,,,,,,,,
APT30,Spearphishing Attachment,2012-04,2018-10,no,https://securityaffairs.co/wordpress/35927/hacking/apt30-cyber-espionage.html,https://www.theinquirer.net/inquirer/news/2403740/chinese-hacker-group-has-been-spying-on-governments-for-a-decade-says-fireeye,https://exchange.xforce.ibmcloud.com/collection/APT30-de76b1142bfc76ee62a5d82339c0ed18,,,,,,,,,,,,,,,,,,
APT32,Drive-by Compromise,2017-03,2017-03,no,https://www.reuters.com/article/us-cyber-attack-vietnam/vietnams-neighbors-asean-targeted-by-hackers-report-idUSKBN1D70VU,,,,,,,,,,,,,,,,,,,,
APT32,Spearphishing Link,2017-05,2017-05,no,https://www.cybereason.com/blog/operation-cobalt-kitty-apt,,,,,,,,,,,,,,,,,,,,
APT32,Spearphishing Attachment,2017-05,2017-05,no,https://www.cybereason.com/blog/operation-cobalt-kitty-apt,,,,,,,,,,,,,,,,,,,,
APT32,Spearphishing Attachment,2018-01,2018-03,no,https://unit42.paloaltonetworks.com/tracking-oceanlotus-new-downloader-kerrdown/,,,,,,,,,,,,,,,,,,,,
APT32,Spearphishing Attachment,2018-06,2018-06,no,https://www.welivesecurity.com/2019/03/20/fake-or-fake-keeping-up-with-oceanlotus-decoys/,,,,,,,,,,,,,,,,,,,,
APT32,CVE-2017-11882,2018-06,2018-06,no,https://www.welivesecurity.com/2019/03/20/fake-or-fake-keeping-up-with-oceanlotus-decoys/,,,,,,,,,,,,,,,,,,,,
APT32,Drive-by Compromise,2018-09,2018-11,no,https://www.welivesecurity.com/2018/11/20/oceanlotus-new-watering-hole-attack-southeast-asia/,,,,,,,,,,,,,,,,,,,,
APT32,Spearphishing Attachment,2019-02,2019-04,no,https://socprime.com/en/news/apt32-returns-with-new-techniques-to-attack-south-east-asian-countries/,,,,,,,,,,,,,,,,,,,,
APT33,CVE-2018-20250,2019-02,2019-02,no,https://www.symantec.com/blogs/threat-intelligence/elfin-apt33-espionage,,,,,,,,,,,,,,,,,,,,
APT33,Spearphishing Attachment,2019-02,2019-02,no,https://www.symantec.com/blogs/threat-intelligence/elfin-apt33-espionage,,,,,,,,,,,,,,,,,,,,
APT33,Valid Accounts,2018-07,2018-07,no,https://www.fireeye.com/blog/threat-research/2018/12/overruled-containing-a-potentially-destructive-adversary.html,,,,,,,,,,,,,,,,,,,,
APT33,CVE-2017-11774,2018-07,2018-07,no,https://www.fireeye.com/blog/threat-research/2018/12/overruled-containing-a-potentially-destructive-adversary.html,,,,,,,,,,,,,,,,,,,,
APT33,Spearphishing Attachment,2017-10,2019-07,no,https://www.datensicherheit.de/aktuelles/apt33-cyber-kriminelle-gruppe-nutzt-cve-2017-11774-33273,https://www.fireeye.com/blog/threat-research/2018/12/overruled-containing-a-potentially-destructive-adversary.html,,,,,,,,,,,,,,,,,,,
APT33,CVE-2017-0213,2017-11,2017-11,no,https://www.fireeye.com/blog/threat-research/2018/12/overruled-containing-a-potentially-destructive-adversary.html,,,,,,,,,,,,,,,,,,,,
APT33,Spearphishing Attachment,2017-11,2017-11,no,https://www.fireeye.com/blog/threat-research/2018/12/overruled-containing-a-potentially-destructive-adversary.html,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2016-4171,2016-03,2016-03,yes,https://securelist.com/operation-daybreak/75100/,https://securelist.com/cve-2016-4171-adobe-flash-zero-day-used-in-targeted-attacks/75082/,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Link,2016-03,2016-03,no,https://securelist.com/operation-daybreak/75100/,,,,,,,,,,,,,,,,,,,,
APT37,Drive-by Compromise,2016-05,2016-05,"no
",https://securelist.com/cve-2016-4171-adobe-flash-zero-day-used-in-targeted-attacks/75082/,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2016-4117,2016-05,2016-05,"no
",https://securelist.com/cve-2016-4171-adobe-flash-zero-day-used-in-targeted-attacks/75082/,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2013-0808,2016-08,2017-03,no,https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2016-08,2017-03,no,https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2017-0199,2017-04,2017-04,no,https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2017-04,2017-04,no,https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2013-4979,2017-05,2017-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2017-05,2017-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2018-4878,2017-10,2017-10,yes,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2017-10,2017-10,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-2387,2016-11,2016-11,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2016-11,2016-11,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-2545,2016-10,2016-10,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2016-10,2016-10,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-7645,2016-06,2016-06,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2016-06,2016-06,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Unknown,2016-05,2016-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-5122,2016-05,2016-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2014-8439,2016-05,2016-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2016-1019,2016-05,2016-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-5119,2016-05,2016-05,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-2419,2016-04,2016-04,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Link,2016-04,2016-04,"no
",https://www.symantec.com/security_response/attacksignatures/detail.jsp?asid=70156,,,,,,,,,,,,,,,,,,,,
APT37,CVE-2015-3105,2015-07,2015-07,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
APT37,Spearphishing Attachment,2015-07,2015-07,no,https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
"APT37
",Spearphishing Attachment,2016-05,2016-05,"no
",https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf,,,,,,,,,,,,,,,,,,,,
